//X,Y,Z,R,G,B,NumberOfReturns,ReturnNumber,GpsTime,Intensity,Classification
4474
-6.70724997,-8.09299999,-1.58625000,75,96,43,1.000000,1.000000,230.564432,36524.000000,0.000000
-6.69924995,-8.09299999,-1.58750003,67,82,43,1.000000,1.000000,230.605539,37922.000000,0.000000
-6.70775005,-8.09025001,-1.58899998,69,92,36,1.000000,1.000000,230.543879,37617.000000,0.000000
-6.70350000,-8.08700000,-1.58974998,71,96,39,1.000000,1.000000,230.543879,37442.000000,0.000000
-6.70699999,-8.08950000,-1.58574998,75,100,42,1.000000,1.000000,230.543879,37420.000000,0.000000
-6.70399997,-8.08725001,-1.58125000,88,113,55,1.000000,1.000000,230.543879,38709.000000,0.000000
-6.70675001,-8.08599999,-1.57950001,85,110,51,1.000000,1.000000,230.523325,38141.000000,0.000000
-6.70300004,-8.08650001,-1.59250002,82,111,59,1.000000,1.000000,230.543879,37311.000000,0.000000
-6.70249996,-8.08924999,-1.58649998,70,90,39,1.000000,1.000000,230.564432,34908.000000,0.000000
-6.69899997,-8.08975001,-1.58525001,81,98,51,1.000000,1.000000,230.584986,36393.000000,0.000000
-6.69375000,-8.08900001,-1.59025001,78,95,51,1.000000,1.000000,230.605539,38600.000000,0.000000
-6.69099996,-8.08349999,-1.59250002,78,100,58,1.000000,1.000000,230.584986,39342.000000,0.000000
-6.69525001,-8.08999999,-1.58824997,81,98,56,1.000000,1.000000,230.605539,38294.000000,0.000000
-6.69175002,-8.08400001,-1.58399998,72,91,38,1.000000,1.000000,230.584986,36284.000000,0.000000
-6.69375000,-8.08299999,-1.58474999,66,89,33,1.000000,1.000000,230.564432,34973.000000,0.000000
-6.71899995,-8.11349999,-1.55475002,100,126,58,2.000000,1.000000,230.646570,37988.000000,0.000000
-6.71724996,-8.10950001,-1.55550002,96,123,54,2.000000,1.000000,230.626032,38665.000000,0.000000
-6.71600005,-8.11125000,-1.55024999,101,125,58,2.000000,1.000000,230.646570,37901.000000,0.000000
-6.71650002,-8.11500000,-1.54750001,90,113,45,2.000000,1.000000,230.667124,36502.000000,0.000000
-6.71524999,-8.11050000,-1.54675000,97,122,54,2.000000,1.000000,230.646570,35104.000000,0.000000
-6.71475002,-8.10449999,-1.56424999,75,96,42,1.000000,1.000000,230.605493,40566.000000,0.000000
-6.70724997,-8.08375000,-1.57550000,79,103,43,1.000000,1.000000,230.502771,37049.000000,0.000000
-6.70475003,-8.07849999,-1.57600003,89,111,65,1.000000,1.000000,230.482218,33619.000000,0.000000
-6.71349999,-8.10350000,-1.56075000,83,105,51,1.000000,1.000000,230.605493,40347.000000,0.000000
-6.71275005,-8.10250001,-1.55725002,94,115,59,1.000000,1.000000,230.605493,38731.000000,0.000000
-6.71224997,-8.10199999,-1.55400001,92,112,56,2.000000,1.000000,230.605478,36743.000000,0.000000
-6.70650002,-8.09499999,-1.55424999,81,96,57,1.000000,1.000000,230.584940,38709.000000,0.000000
-6.71100006,-8.10475000,-1.54925000,95,122,55,2.000000,1.000000,230.626032,38075.000000,0.000000
-6.71475002,-8.10774999,-1.54825001,99,125,60,2.000000,1.000000,230.626017,36262.000000,0.000000
-6.71425006,-8.10700001,-1.54500001,92,118,53,2.000000,1.000000,230.626017,31282.000000,0.000000
-6.70874998,-8.09949999,-1.54900002,89,110,54,2.000000,1.000000,230.605478,34121.000000,0.000000
-6.70675001,-8.09499999,-1.55150002,70,86,50,1.000000,1.000000,230.584940,34886.000000,0.000000
-6.68550000,-8.07675000,-1.58574998,81,109,55,1.000000,1.000000,230.564432,37223.000000,0.000000
-6.68624994,-8.07724999,-1.58324998,74,104,42,1.000000,1.000000,230.564432,35323.000000,0.000000
-6.68399999,-8.07825001,-1.58249997,79,102,43,1.000000,1.000000,230.584986,35913.000000,0.000000
-6.68325004,-8.07774999,-1.58499997,84,108,54,1.000000,1.000000,230.584986,36612.000000,0.000000
-6.67774996,-8.16324999,-1.54425000,71,81,39,2.000000,1.000000,231.180872,14657.000000,0.000000
-6.71749994,-8.11224999,-1.54224997,90,116,50,2.000000,1.000000,230.646570,28529.000000,0.000000
-6.71625003,-8.10875001,-1.54325002,93,121,54,2.000000,1.000000,230.626017,26607.000000,0.000000
-6.71475002,-8.10974999,-1.54350000,99,125,58,2.000000,1.000000,230.646570,34252.000000,0.000000
-6.71399996,-8.11275001,-1.53724998,89,112,41,2.000000,1.000000,230.667108,31784.000000,0.000000
-6.71574995,-8.11099999,-1.53850000,89,114,46,2.000000,1.000000,230.646555,23286.000000,0.000000
-6.71275005,-8.11175000,-1.53949999,78,100,33,2.000000,1.000000,230.667108,34340.000000,0.000000
-6.70275006,-8.09525000,-1.54299998,92,116,55,2.000000,1.000000,230.605478,29818.000000,0.000000
-6.69975004,-8.09275000,-1.53850000,91,117,54,2.000000,1.000000,230.605478,24335.000000,0.000000
-6.69800004,-8.08799999,-1.54400002,60,69,37,2.000000,1.000000,230.584925,33444.000000,0.000000
-6.69500002,-8.08325001,-1.54475003,76,88,61,1.000000,1.000000,230.564386,33903.000000,0.000000
-6.69049999,-8.07974999,-1.53925001,63,75,50,2.000000,1.000000,230.564386,33859.000000,0.000000
-6.69175002,-8.07774999,-1.53949999,83,94,71,1.000000,1.000000,230.543833,34515.000000,0.000000
-6.68949995,-8.08150001,-1.53624999,53,64,28,2.000000,1.000000,230.584925,30735.000000,0.000000
-6.68175003,-8.07575001,-1.52925002,70,86,42,2.000000,1.000000,230.584925,27437.000000,0.000000
-6.70975003,-8.07324999,-1.58200001,57,61,51,1.000000,1.000000,230.420572,36393.000000,0.000000
-6.70800004,-8.07524999,-1.57924997,75,85,70,1.000000,1.000000,230.441126,35541.000000,0.000000
-6.70275006,-8.07350000,-1.57450002,90,111,72,1.000000,1.000000,230.461664,34711.000000,0.000000
-6.69599995,-8.07149999,-1.53325003,100,124,79,2.000000,1.000000,230.482172,29250.000000,0.000000
-6.69249997,-8.07475000,-1.53650003,108,122,82,2.000000,1.000000,230.523279,35301.000000,0.000000
-6.69274995,-8.07250001,-1.53525000,103,121,77,2.000000,1.000000,230.502726,34231.000000,0.000000
-6.69099996,-8.07100000,-1.53149997,104,125,76,2.000000,1.000000,230.502726,34252.000000,0.000000
-6.68574998,-8.07300000,-1.53325003,95,107,76,1.000000,1.000000,230.543833,34799.000000,0.000000
-6.68399999,-8.07475000,-1.53275000,68,76,49,2.000000,1.000000,230.564371,32374.000000,0.000000
-6.68449995,-8.07225000,-1.52974998,119,134,94,1.000000,1.000000,230.543817,34427.000000,0.000000
-6.68200001,-8.07350000,-1.52899998,84,95,61,2.000000,1.000000,230.564371,31325.000000,0.000000
-6.95500001,-7.72600000,-0.84400003,56,59,50,2.000000,1.000000,226.905558,16077.000000,0.000000
-6.95175001,-7.72699999,-0.84299999,38,41,32,2.000000,1.000000,226.926111,20861.000000,0.000000
-7.00574997,-7.71500002,-0.81125002,93,96,85,1.000000,1.000000,226.617807,38053.000000,0.000000
-7.00224999,-7.71549999,-0.81650000,150,147,126,2.000000,1.000000,226.638361,28726.000000,0.000000
-6.99974999,-7.71700000,-0.81575006,97,96,78,2.000000,1.000000,226.658915,31631.000000,0.000000
-6.99925003,-7.71675002,-0.81300002,83,88,67,2.000000,1.000000,226.658899,35017.000000,0.000000
-7.00125000,-7.71775000,-0.81074994,69,74,50,2.000000,1.000000,226.658899,33728.000000,0.000000
-7.00149998,-7.71500002,-0.81125002,83,89,77,1.000000,1.000000,226.638346,37879.000000,0.000000
-6.99074999,-7.71500002,-0.81374996,103,100,83,3.000000,1.000000,226.679453,21233.000000,0.000000
-7.00324997,-7.70749997,-0.81600004,107,107,93,2.000000,1.000000,226.576715,29447.000000,0.000000
-7.00549999,-7.70875000,-0.81150001,83,86,77,1.000000,1.000000,226.576700,35935.000000,0.000000
-7.00825003,-7.70499997,-0.81650000,57,54,43,2.000000,1.000000,226.535608,29643.000000,0.000000
-7.00799999,-7.70200001,-0.81699996,115,108,93,2.000000,1.000000,226.515055,26039.000000,0.000000
-7.00350002,-7.70224999,-0.81775003,60,55,42,2.000000,1.000000,226.535608,19398.000000,0.000000
-7.00700000,-7.70149999,-0.81425004,91,87,79,2.000000,1.000000,226.515055,30735.000000,0.000000
-7.00425002,-7.70275002,-0.81275003,70,68,59,2.000000,1.000000,226.535608,34121.000000,0.000000
-7.00500003,-7.70025002,-0.81100004,67,64,58,2.000000,1.000000,226.515055,32701.000000,0.000000
-7.00324997,-7.69924997,-0.81824999,151,144,125,2.000000,1.000000,226.515070,15335.000000,0.000000
-7.00224999,-7.71299999,-0.81549995,148,144,127,2.000000,1.000000,226.617807,28595.000000,0.000000
-6.99525002,-7.71425002,-0.81699996,155,148,127,2.000000,1.000000,226.658915,25078.000000,0.000000
-6.99850002,-7.71100002,-0.81724995,118,111,81,3.000000,1.000000,226.617807,17978.000000,0.000000
-6.99625000,-7.71200000,-0.81750005,154,146,115,3.000000,1.000000,226.638361,16252.000000,0.000000
-6.99999997,-7.70875000,-0.81475001,66,62,45,3.000000,1.000000,226.597254,28223.000000,0.000000
-6.99649999,-7.70675003,-0.81625002,82,77,49,2.000000,1.000000,226.597269,19376.000000,0.000000
-7.00299999,-7.71350001,-0.81325000,84,85,72,2.000000,1.000000,226.617807,35083.000000,0.000000
-7.00074998,-7.71474998,-0.81349998,100,101,87,2.000000,1.000000,226.638361,35476.000000,0.000000
-7.00250003,-7.71025001,-0.81275003,62,62,52,3.000000,1.000000,226.597254,33313.000000,0.000000
-7.00224999,-7.70700001,-0.81325000,55,57,47,2.000000,1.000000,226.576700,34318.000000,0.000000
-6.98924998,-7.71399998,-0.81575006,130,122,102,3.000000,1.000000,226.679468,17388.000000,0.000000
-6.99974999,-7.70324998,-0.81699996,140,138,123,2.000000,1.000000,226.556162,20709.000000,0.000000
-7.00324997,-7.70525002,-0.81524997,99,100,87,2.000000,1.000000,226.556162,30648.000000,0.000000
-6.99649999,-7.70375000,-0.81674998,144,142,116,2.000000,1.000000,226.576715,20359.000000,0.000000
-7.00299999,-7.70499997,-0.81275003,67,70,58,2.000000,1.000000,226.556162,35454.000000,0.000000
-6.93850002,-7.73900001,-0.83425003,26,32,20,2.000000,1.000000,227.069956,24946.000000,0.000000
-6.93974999,-7.73750000,-0.83425003,33,41,26,2.000000,1.000000,227.049402,27131.000000,0.000000
-6.94724998,-7.73024999,-0.83400004,35,41,27,2.000000,1.000000,226.967203,31260.000000,0.000000
-6.94200000,-7.73250001,-0.83425003,32,38,24,2.000000,1.000000,227.008295,27699.000000,0.000000
-6.94000003,-7.74325000,-0.83125000,39,42,30,2.000000,1.000000,227.090494,31216.000000,0.000000
-6.94299999,-7.73924999,-0.83250003,36,43,28,1.000000,1.000000,227.049402,32243.000000,0.000000
-6.94100002,-7.74050002,-0.83250003,24,30,17,2.000000,1.000000,227.069941,31893.000000,0.000000
-6.95325002,-7.73024999,-0.83374994,40,44,26,2.000000,1.000000,226.946649,38294.000000,0.000000
-6.94825003,-7.73049997,-0.83174997,30,34,19,2.000000,1.000000,226.967203,38053.000000,0.000000
-6.94275001,-7.73599999,-0.83174997,40,48,29,1.000000,1.000000,227.028849,34908.000000,0.000000
-6.94025001,-7.73475002,-0.83374994,33,39,25,2.000000,1.000000,227.028849,29272.000000,0.000000
-6.94474998,-7.73175000,-0.83374994,34,41,25,2.000000,1.000000,226.987757,29599.000000,0.000000
-6.94250003,-7.73274999,-0.83174997,38,45,29,2.000000,1.000000,227.008295,35192.000000,0.000000
-6.94299999,-7.73075001,-0.83075004,34,41,25,2.000000,1.000000,226.987741,36240.000000,0.000000
-6.93499997,-7.73475002,-0.83524995,31,39,23,2.000000,1.000000,227.049402,16034.000000,0.000000
-6.93125001,-7.73500000,-0.83499997,24,30,18,2.000000,1.000000,227.069956,13631.000000,0.000000
-6.93450001,-7.73150002,-0.83450001,35,41,29,2.000000,1.000000,227.028849,15728.000000,0.000000
-6.93275002,-7.74199997,-0.83174997,38,41,30,2.000000,1.000000,227.111048,19835.000000,0.000000
-6.93450001,-7.74000000,-0.83225005,26,31,22,2.000000,1.000000,227.090494,23177.000000,0.000000
-6.93499997,-7.74325000,-0.82974999,41,43,29,2.000000,1.000000,227.111048,29490.000000,0.000000
-6.93324998,-7.74475001,-0.82974999,65,61,39,2.000000,1.000000,227.131601,25252.000000,0.000000
-6.92674998,-7.74400001,-0.83050006,64,56,29,2.000000,1.000000,227.152155,12102.000000,0.000000
-6.92850003,-7.74199997,-0.83125000,44,44,29,2.000000,1.000000,227.131601,13784.000000,0.000000
-6.92625001,-7.74375003,-0.82775002,104,87,49,2.000000,1.000000,227.152155,17628.000000,0.000000
-6.92824999,-7.73624997,-0.83324998,20,26,16,2.000000,1.000000,227.090509,13937.000000,0.000000
-6.95325002,-7.72799998,-0.84100001,44,48,37,2.000000,1.000000,226.926111,29490.000000,0.000000
-6.95075002,-7.72874998,-0.83824997,44,50,36,2.000000,1.000000,226.946649,28726.000000,0.000000
-6.95199999,-7.72724997,-0.83799999,47,52,38,2.000000,1.000000,226.926111,31303.000000,0.000000
-6.94874999,-7.72774999,-0.83999997,38,44,32,2.000000,1.000000,226.946665,23461.000000,0.000000
-6.95374999,-7.72525000,-0.84100001,46,49,37,2.000000,1.000000,226.905558,25362.000000,0.000000
-6.95275000,-7.72474997,-0.83824997,50,54,39,2.000000,1.000000,226.905558,28922.000000,0.000000
-6.95449999,-7.72549998,-0.83600002,52,55,36,2.000000,1.000000,226.905558,29075.000000,0.000000
-6.95124999,-7.72925000,-0.83575004,51,58,42,2.000000,1.000000,226.946649,34100.000000,0.000000
-6.95150003,-7.72699999,-0.83524995,46,50,33,2.000000,1.000000,226.926096,34930.000000,0.000000
-6.94200000,-7.72699999,-0.83524995,32,38,26,2.000000,1.000000,226.967203,20206.000000,0.000000
-6.94925001,-7.71950000,-0.83775001,47,51,36,2.000000,1.000000,226.885004,16274.000000,0.000000
-6.94799999,-7.71874999,-0.83499997,59,62,46,2.000000,1.000000,226.885004,17607.000000,0.000000
-6.94825003,-7.71649997,-0.83425003,32,35,21,2.000000,1.000000,226.864450,14374.000000,0.000000
-6.95199999,-7.72400003,-0.83275002,36,38,17,2.000000,1.000000,226.905542,33335.000000,0.000000
-6.95075002,-7.72025000,-0.83324998,55,56,40,2.000000,1.000000,226.885004,20162.000000,0.000000
-6.94799999,-7.71649997,-0.83174997,29,31,17,2.000000,1.000000,226.864450,16645.000000,0.000000
-6.93749997,-7.72750001,-0.83425003,33,40,25,2.000000,1.000000,226.987757,19704.000000,0.000000
-6.93224999,-7.72699999,-0.83400004,43,49,36,2.000000,1.000000,227.008310,14810.000000,0.000000
-7.00549999,-7.69824999,-0.81824999,98,87,71,2.000000,1.000000,226.494516,16143.000000,0.000000
-7.00549999,-7.69824999,-0.81575006,76,65,50,2.000000,1.000000,226.494516,24466.000000,0.000000
-7.00625000,-7.69875001,-0.81325000,92,84,72,2.000000,1.000000,226.494501,29971.000000,0.000000
-7.00375000,-7.69424998,-0.81199997,131,117,101,2.000000,1.000000,226.473963,23942.000000,0.000000
-7.00324997,-7.69400000,-0.81450003,107,91,72,2.000000,1.000000,226.473963,16908.000000,0.000000
-6.99974999,-7.69225000,-0.80849998,99,89,75,2.000000,1.000000,226.473947,31828.000000,0.000000
-6.99999997,-7.68924998,-0.80874997,86,68,48,2.000000,1.000000,226.453409,25755.000000,0.000000
-6.73550001,-7.78699999,-0.87274998,30,32,18,2.000000,1.000000,228.323618,12779.000000,0.000000
-6.73024997,-7.78075003,-0.87175005,22,24,4,2.000000,1.000000,228.303064,15204.000000,0.000000
-6.72900000,-7.78275000,-0.86824995,34,39,20,2.000000,1.000000,228.323603,23177.000000,0.000000
-6.73424998,-7.77299999,-0.87025004,79,65,22,2.000000,1.000000,228.220865,24794.000000,0.000000
-6.73075000,-7.77275001,-0.87000006,54,52,12,2.000000,1.000000,228.241404,25908.000000,0.000000
-6.73075000,-7.77299999,-0.86774998,64,59,17,2.000000,1.000000,228.241404,30714.000000,0.000000
-6.73125002,-7.77100002,-0.86700004,89,73,23,2.000000,1.000000,228.220850,29163.000000,0.000000
-6.73450002,-7.77324997,-0.86550003,65,56,10,2.000000,1.000000,228.220850,32592.000000,0.000000
-6.73150000,-7.77324997,-0.86525004,60,57,17,2.000000,1.000000,228.241404,34864.000000,0.000000
-6.73125002,-7.77324997,-0.86274999,49,50,15,2.000000,1.000000,228.241404,37573.000000,0.000000
-6.72950003,-7.77500003,-0.85974997,43,47,14,2.000000,1.000000,228.261942,37311.000000,0.000000
-6.73150000,-7.77324997,-0.86050003,47,51,21,2.000000,1.000000,228.241404,36612.000000,0.000000
-6.73150000,-7.77100002,-0.85974997,49,52,22,2.000000,1.000000,228.220850,33510.000000,0.000000
-6.72999999,-7.76724999,-0.86649995,154,115,62,2.000000,1.000000,228.200312,22281.000000,0.000000
-6.73375002,-7.76700001,-0.86324995,143,123,78,2.000000,1.000000,228.179758,19638.000000,0.000000
-6.73150000,-7.76824998,-0.86200004,82,70,20,2.000000,1.000000,228.200296,29097.000000,0.000000
-6.72950003,-7.76700001,-0.86375003,126,98,41,2.000000,1.000000,228.200312,28507.000000,0.000000
-6.73400000,-7.76474999,-0.86250000,81,67,31,2.000000,1.000000,228.159204,13958.000000,0.000000
-6.72975001,-7.77025001,-0.86175006,52,52,14,2.000000,1.000000,228.220850,36262.000000,0.000000
-6.73150000,-7.76824998,-0.85949998,82,76,37,2.000000,1.000000,228.200296,26082.000000,0.000000
-6.73400000,-7.76675003,-0.86075001,142,128,85,2.000000,1.000000,228.179743,20075.000000,0.000000
-6.73400000,-7.76474999,-0.86025005,100,84,50,2.000000,1.000000,228.159204,13893.000000,0.000000
-6.73225001,-7.77149998,-0.85750001,37,37,11,2.000000,1.000000,228.220850,26672.000000,0.000000
-6.72950003,-7.77224999,-0.85750001,38,41,13,2.000000,1.000000,228.241388,30080.000000,0.000000
-6.73300001,-7.77175002,-0.85525005,26,26,4,2.000000,1.000000,228.220835,18262.000000,0.000000
-6.73024997,-7.76450001,-0.85725003,138,126,81,2.000000,1.000000,228.179743,15619.000000,0.000000
-6.72825000,-7.78549998,-0.86850005,27,28,18,2.000000,1.000000,228.344156,15051.000000,0.000000
-6.72849998,-7.78549998,-0.86624997,25,28,15,2.000000,1.000000,228.344156,26650.000000,0.000000
-6.72550002,-7.77574997,-0.86949997,42,45,15,2.000000,1.000000,228.282511,21845.000000,0.000000
-6.72825000,-7.77724998,-0.86774998,67,74,37,2.000000,1.000000,228.282511,29774.000000,0.000000
-6.72475001,-7.77724998,-0.86774998,41,46,22,2.000000,1.000000,228.303064,25362.000000,0.000000
-6.72599998,-7.77299999,-0.86599999,72,75,33,2.000000,1.000000,228.261957,33269.000000,0.000000
-6.72500000,-7.77200001,-0.86824995,98,97,57,2.000000,1.000000,228.261957,29163.000000,0.000000
-6.72725001,-7.78175001,-0.86525004,33,37,17,2.000000,1.000000,228.323603,31500.000000,0.000000
-6.72625002,-7.77825003,-0.86575001,46,52,23,2.000000,1.000000,228.303049,32133.000000,0.000000
-6.72599998,-7.77600001,-0.86474996,59,68,30,1.000000,1.000000,228.282511,35935.000000,0.000000
-6.72650001,-7.77850001,-0.86350005,35,43,11,1.000000,1.000000,228.303049,36306.000000,0.000000
-6.72700003,-7.77649998,-0.86250000,51,61,23,1.000000,1.000000,228.282495,37901.000000,0.000000
-6.72674999,-7.77350002,-0.86400002,56,61,18,2.000000,1.000000,228.261957,37442.000000,0.000000
-6.72800002,-7.77724998,-0.86025005,37,44,12,1.000000,1.000000,228.282495,38294.000000,0.000000
-6.72700003,-7.77350002,-0.86149996,50,54,14,1.000000,1.000000,228.261957,39233.000000,0.000000
-6.72900000,-7.76375001,-0.86425000,130,95,43,2.000000,1.000000,228.179758,15160.000000,0.000000
-6.72875002,-7.76649999,-0.85624998,62,55,25,2.000000,1.000000,228.200296,19573.000000,0.000000
-6.73674998,-8.05999999,-0.51225000,170,169,121,2.000000,1.000000,230.275339,31413.000000,0.000000
-6.72975001,-8.06374999,-0.51449996,188,178,135,1.000000,1.000000,230.336985,37595.000000,0.000000
-6.72725001,-8.06525000,-0.51375001,191,172,107,2.000000,1.000000,230.357538,34056.000000,0.000000
-6.72999999,-8.06725000,-0.50924998,217,198,174,2.000000,1.000000,230.357538,27284.000000,0.000000
-6.72000000,-8.06574999,-0.50774997,183,164,119,3.000000,1.000000,230.398630,18153.000000,0.000000
-6.72825000,-8.06275000,-0.51175004,174,168,124,2.000000,1.000000,230.336985,34493.000000,0.000000
-6.73050001,-8.06174999,-0.51150005,169,167,120,2.000000,1.000000,230.316431,34711.000000,0.000000
-6.72950003,-8.05799999,-0.50825005,148,148,93,3.000000,1.000000,230.295877,24553.000000,0.000000
-6.72749999,-8.06550001,-0.51124995,199,180,132,3.000000,1.000000,230.357538,31041.000000,0.000000
-6.72300002,-8.06525000,-0.51050001,186,171,110,3.000000,1.000000,230.378092,26563.000000,0.000000
-6.72225002,-8.06475001,-0.50774997,192,175,145,3.000000,1.000000,230.378076,20425.000000,0.000000
-6.72700003,-8.06174999,-0.50900000,195,187,156,2.000000,1.000000,230.336985,30626.000000,0.000000
-6.72800002,-8.05999999,-0.50850003,169,167,128,3.000000,1.000000,230.316431,30058.000000,0.000000
-6.72599998,-8.06100001,-0.50624996,160,151,123,2.000000,1.000000,230.336985,23942.000000,0.000000
-6.72700003,-8.05924999,-0.50574999,135,133,89,2.000000,1.000000,230.316431,21932.000000,0.000000
-6.73349998,-8.05775001,-0.50949996,163,162,113,3.000000,1.000000,230.275324,20446.000000,0.000000
-6.72900000,-8.05775001,-0.51074999,152,152,94,2.000000,1.000000,230.295877,33117.000000,0.000000
-6.73424998,-8.05575000,-0.50850003,160,160,106,3.000000,1.000000,230.254785,12539.000000,0.000000
-6.72875002,-8.05750000,-0.50574999,139,138,81,3.000000,1.000000,230.295877,14526.000000,0.000000
-6.72150001,-8.06100001,-0.50500005,150,134,108,2.000000,1.000000,230.357523,17869.000000,0.000000
-6.72250000,-8.05825000,-0.50325006,117,111,65,2.000000,1.000000,230.336969,13915.000000,0.000000
-6.78774998,-8.23950001,-1.55900001,92,79,43,1.000000,1.000000,211.008341,36000.000000,0.000000
-6.78625003,-8.24375000,-1.55725002,87,77,41,1.000000,1.000000,210.987787,37070.000000,0.000000
-6.78325001,-8.23225000,-1.56599998,92,83,47,1.000000,1.000000,210.987787,37354.000000,0.000000
-6.78725001,-8.22875001,-1.56700002,111,98,61,1.000000,1.000000,211.028894,35760.000000,0.000000
-6.78849998,-8.22475000,-1.56800001,108,96,58,1.000000,1.000000,211.049433,35083.000000,0.000000
-6.77925000,-8.22574999,-1.56749999,90,83,45,1.000000,1.000000,210.967234,37595.000000,0.000000
-6.78699997,-8.23649999,-1.56325000,86,75,39,1.000000,1.000000,211.008341,36721.000000,0.000000
-6.78849998,-8.23500000,-1.56099998,109,96,61,1.000000,1.000000,211.028879,34952.000000,0.000000
-6.78725001,-8.23724999,-1.55725002,100,87,52,1.000000,1.000000,211.008326,35498.000000,0.000000
-6.78725001,-8.23000001,-1.56075000,99,86,51,1.000000,1.000000,211.028879,34646.000000,0.000000
-6.78174999,-8.23575001,-1.55975001,86,77,38,1.000000,1.000000,210.967234,36765.000000,0.000000
-6.78300002,-8.23149999,-1.55800002,100,87,53,2.000000,1.000000,210.987772,34056.000000,0.000000
-6.78875002,-8.22600000,-1.56475001,109,97,59,1.000000,1.000000,211.049433,34689.000000,0.000000
-6.78774998,-8.22199999,-1.56400000,97,87,51,1.000000,1.000000,211.049433,35170.000000,0.000000
-6.78524998,-8.22199999,-1.56225001,96,83,50,1.000000,1.000000,211.028879,37289.000000,0.000000
-6.78449997,-8.22600000,-1.56050002,95,82,48,1.000000,1.000000,211.008326,36350.000000,0.000000
-6.77900002,-8.22425001,-1.56024998,90,80,45,2.000000,1.000000,210.967218,29752.000000,0.000000
-6.77774999,-8.22699999,-1.56475001,93,85,45,1.000000,1.000000,210.946680,37922.000000,0.000000
-6.77800003,-8.22800001,-1.56150001,84,77,39,2.000000,1.000000,210.946680,35410.000000,0.000000
-6.77750000,-8.22625001,-1.55949997,81,75,38,2.000000,1.000000,210.946680,28900.000000,0.000000
-6.78274998,-8.21950000,-1.57424998,90,81,43,2.000000,1.000000,211.008341,35541.000000,0.000000
-6.78375003,-8.21499999,-1.57625001,106,94,56,2.000000,1.000000,211.028894,35104.000000,0.000000
-6.78800002,-8.21200000,-1.57399999,104,95,56,1.000000,1.000000,211.069986,36459.000000,0.000000
-6.78849998,-8.20750000,-1.57625001,85,77,38,1.000000,1.000000,211.090540,37049.000000,0.000000
-6.78500000,-8.21075000,-1.57775002,111,101,61,1.000000,1.000000,211.049448,36306.000000,0.000000
-6.78900001,-8.21624999,-1.56924998,99,89,51,1.000000,1.000000,211.069986,35563.000000,0.000000
-6.78924999,-8.21000000,-1.57225000,83,74,36,1.000000,1.000000,211.090540,36983.000000,0.000000
-6.78650001,-8.20700001,-1.57099997,87,77,45,1.000000,1.000000,211.069986,35825.000000,0.000000
-6.78500000,-8.21075000,-1.56700002,104,95,61,1.000000,1.000000,211.049433,37245.000000,0.000000
-6.78225002,-8.20950001,-1.56550001,107,101,63,1.000000,1.000000,211.028879,37638.000000,0.000000
-6.78000000,-8.21925001,-1.56150001,100,90,53,2.000000,1.000000,210.987772,31806.000000,0.000000
-6.78150001,-8.21375000,-1.56349998,102,93,56,1.000000,1.000000,211.008326,36677.000000,0.000000
-6.77500001,-8.20849999,-1.56524997,96,92,55,2.000000,1.000000,210.967218,25187.000000,0.000000
-6.77250001,-8.20700001,-1.56650000,89,86,48,2.000000,1.000000,210.946665,22128.000000,0.000000
-6.77024999,-8.20775001,-1.56924998,77,74,38,2.000000,1.000000,210.926126,23548.000000,0.000000
-6.78774998,-8.20325001,-1.57275002,76,67,33,1.000000,1.000000,211.090525,36328.000000,0.000000
-6.78475002,-8.19950001,-1.57225000,83,74,42,1.000000,1.000000,211.069971,37354.000000,0.000000
-6.78300002,-8.20300000,-1.56800001,84,80,41,1.000000,1.000000,211.049417,38032.000000,0.000000
-6.77949998,-8.19875001,-1.56824999,90,90,46,2.000000,1.000000,211.028879,34580.000000,0.000000
-6.77900002,-8.20375000,-1.56575000,95,94,52,2.000000,1.000000,211.008326,34362.000000,0.000000
-6.77624998,-8.20300000,-1.56674998,93,91,51,2.000000,1.000000,210.987772,28573.000000,0.000000
-6.77624998,-8.20274999,-1.56400000,93,101,54,2.000000,1.000000,210.987772,23286.000000,0.000000
-6.77725002,-8.19774999,-1.56349998,118,128,77,2.000000,1.000000,211.008310,12255.000000,0.000000
-6.77524999,-8.19925000,-1.56325000,107,117,66,2.000000,1.000000,210.987772,14636.000000,0.000000
-6.78575000,-8.24200000,-1.55550002,82,71,35,1.000000,1.000000,210.987787,36240.000000,0.000000
-6.78274998,-8.23950001,-1.55524998,80,70,34,1.000000,1.000000,210.967234,34689.000000,0.000000
-6.70825002,-8.15400000,-1.59474998,78,79,32,2.000000,1.000000,210.494562,26148.000000,0.000000
-6.70699999,-8.16600000,-1.58300000,87,83,28,2.000000,1.000000,210.453455,18786.000000,0.000000
-6.70825002,-8.16350000,-1.58775001,83,80,31,2.000000,1.000000,210.474009,15422.000000,0.000000
-6.70975003,-8.16050001,-1.58574998,70,68,23,2.000000,1.000000,210.494562,25252.000000,0.000000
-6.70874998,-8.15725001,-1.58450001,72,68,23,2.000000,1.000000,210.494547,28332.000000,0.000000
-6.71100006,-8.15624999,-1.58200001,74,68,23,2.000000,1.000000,210.515100,37551.000000,0.000000
-6.70899996,-8.15800001,-1.58125000,78,71,27,2.000000,1.000000,210.494547,32396.000000,0.000000
-6.70749995,-8.16124999,-1.58600002,82,78,29,2.000000,1.000000,210.474009,21189.000000,0.000000
